"source_id","country_code","country_name","tool","dataset","indicator","hs_code","hs_level","period","trade_flow","reporter","partner","unit","data_source_mode","access_datetime","query_url","raw_file","sha256","source_note"
"TM-554-china_exports_bilateral-QTY","554","New Zealand","ITC Trade Map beta","china_exports_bilateral","QTY","850980","HS6","2020-2025","exports","China (156)","New Zealand (554)","unit field in each observation, normally Tons","Direct (D)","2026-09-05T20:06:32+08:00","https://www.trademap.org/api/goods/timeSeries/yearly/byProduct?tradeFlow=E&country=156&partner=554&product=850980&periodFrom=2020&periodTo=2025&directMirror=D&indicator=QTY&page=1&pageSize=10&sortBy=2025&sortDir=desc&hsLevel=6","new-zealand\trade-map\china_exports_to_new-zealand_hs850980_2020-2025_qty.json","09877b856e152e9e2801361332eb531b26c1914ceedbf8435591cf9a7faa4bb5","General Customs Administration of China; http://www.customs.gov.cn; since 2015"
"TM-554-target_import_imports_by_supplier-QTY","554","New Zealand","ITC Trade Map beta","target_import_imports_by_supplier","QTY","850980","HS6","2020-2025","imports","New Zealand (554)","World (000), broken down by supplier","unit field in each observation, normally Tons","Direct (D)","2026-09-05T20:06:32+08:00","https://www.trademap.org/api/goods/timeSeries/yearly/byPartner?tradeFlow=I&country=554&partner=000&product=850980&periodFrom=2020&periodTo=2025&directMirror=D&indicator=QTY&page=1&pageSize=500&sortBy=2025&sortDir=desc","new-zealand\trade-map\new-zealand_imports_from_world_hs850980_2020-2025_by_supplier_qty.json","dd3287d3cf3a298955331784c8c5d0b461d50ff1f65174cbcad7f579cf6062af","Statistics New Zealand; http://www.stats.govt.nz; since 2015"
"TM-608-china_exports_bilateral-VAL","608","Philippines","ITC Trade Map beta","china_exports_bilateral","VAL","850980","HS6","2020-2025","exports","China (156)","Philippines (608)","USD thousand","Direct (D)","2026-09-05T20:06:32+08:00","https://www.trademap.org/api/goods/timeSeries/yearly/byProduct?tradeFlow=E&country=156&partner=608&product=850980&periodFrom=2020&periodTo=2025&directMirror=D&indicator=VAL&page=1&pageSize=10&sortBy=2025&sortDir=desc&hsLevel=6&currency=USD","philippines\trade-map\china_exports_to_philippines_hs850980_2020-2025_val.json","5bf705a337cd1015cb1b5540487b597da2fbb77318b69222a90207bdaeeffb30","General Customs Administration of China; http://www.customs.gov.cn; since 2015"
"TM-608-target_import_imports_by_supplier-VAL","608","Philippines","ITC Trade Map beta","target_import_imports_by_supplier","VAL","850980","HS6","2020-2025","imports","Philippines (608)","World (000), broken down by supplier","USD thousand","Direct (D)","2026-09-05T20:06:32+08:00","https://www.trademap.org/api/goods/timeSeries/yearly/byPartner?tradeFlow=I&country=608&partner=000&product=850980&periodFrom=2020&periodTo=2025&directMirror=D&indicator=VAL&page=1&pageSize=500&sortBy=2025&sortDir=desc&currency=USD","philippines\trade-map\philippines_imports_from_world_hs850980_2020-2025_by_supplier_val.json","09b8ad6e9163a8c3480982466ac33a549b17881c982691b4ab35581ac7d85198","National Statistics Office, Republic of the Philippines; http://www.census.gov.ph; since 2015"
"TM-608-china_exports_bilateral-QTY","608","Philippines","ITC Trade Map beta","china_exports_bilateral","QTY","850980","HS6","2020-2025","exports","China (156)","Philippines (608)","unit field in each observation, normally Tons","Direct (D)","2026-09-05T20:06:32+08:00","https://www.trademap.org/api/goods/timeSeries/yearly/byProduct?tradeFlow=E&country=156&partner=608&product=850980&periodFrom=2020&periodTo=2025&directMirror=D&indicator=QTY&page=1&pageSize=10&sortBy=2025&sortDir=desc&hsLevel=6","philippines\trade-map\china_exports_to_philippines_hs850980_2020-2025_qty.json","0c34b408064b012e13e43e5e997d7c24b1b50ac93dc8e48c4be33f69b70238e3","General Customs Administration of China; http://www.customs.gov.cn; since 2015"
"TM-608-target_import_imports_by_supplier-QTY","608","Philippines","ITC Trade Map beta","target_import_imports_by_supplier","QTY","850980","HS6","2020-2025","imports","Philippines (608)","World (000), broken down by supplier","unit field in each observation, normally Tons","Direct (D)","2026-09-05T20:06:32+08:00","https://www.trademap.org/api/goods/timeSeries/yearly/byPartner?tradeFlow=I&country=608&partner=000&product=850980&periodFrom=2020&periodTo=2025&directMirror=D&indicator=QTY&page=1&pageSize=500&sortBy=2025&sortDir=desc","philippines\trade-map\philippines_imports_from_world_hs850980_2020-2025_by_supplier_qty.json","8bdfce0b5cb10d60ae91102320af4d7911ec5a7e27a45af840402c0a85a3f4e3","National Statistics Office, Republic of the Philippines; http://www.census.gov.ph; since 2015"
"TM-702-china_exports_bilateral-VAL","702","Singapore","ITC Trade Map beta","china_exports_bilateral","VAL","850980","HS6","2020-2025","exports","China (156)","Singapore (702)","USD thousand","Direct (D)","2026-09-05T20:06:32+08:00","https://www.trademap.org/api/goods/timeSeries/yearly/byProduct?tradeFlow=E&country=156&partner=702&product=850980&periodFrom=2020&periodTo=2025&directMirror=D&indicator=VAL&page=1&pageSize=10&sortBy=2025&sortDir=desc&hsLevel=6&currency=USD","singapore\trade-map\china_exports_to_singapore_hs850980_2020-2025_val.json","9e5dd48472cc3a664f9beda63599cd7b568cb4504d3291a39ec58f2365d976d0","General Customs Administration of China; http://www.customs.gov.cn; since 2015"
"TM-702-target_import_imports_by_supplier-VAL","702","Singapore","ITC Trade Map beta","target_import_imports_by_supplier","VAL","850980","HS6","2020-2025","imports","Singapore (702)","World (000), broken down by supplier","USD thousand","Direct (D)","2026-09-05T20:06:32+08:00","https://www.trademap.org/api/goods/timeSeries/yearly/byPartner?tradeFlow=I&country=702&partner=000&product=850980&periodFrom=2020&periodTo=2025&directMirror=D&indicator=VAL&page=1&pageSize=500&sortBy=2025&sortDir=desc&currency=USD","singapore\trade-map\singapore_imports_from_world_hs850980_2020-2025_by_supplier_val.json","a1cbd0190a1e9ed54d5d01404cd49e8b831200ef44f707b7ea61b4484bc151da","IE Singapore; http://www.iesingapore.gov.sg; since 2012"
"TM-702-china_exports_bilateral-QTY","702","Singapore","ITC Trade Map beta","china_exports_bilateral","QTY","850980","HS6","2020-2025","exports","China (156)","Singapore (702)","unit field in each observation, normally Tons","Direct (D)","2026-09-05T20:06:32+08:00","https://www.trademap.org/api/goods/timeSeries/yearly/byProduct?tradeFlow=E&country=156&partner=702&product=850980&periodFrom=2020&periodTo=2025&directMirror=D&indicator=QTY&page=1&pageSize=10&sortBy=2025&sortDir=desc&hsLevel=6","singapore\trade-map\china_exports_to_singapore_hs850980_2020-2025_qty.json","b4189fd43c0056516123bccf86d9501c8da5ec87af1c2797b7ab30e6461f62ae","General Customs Administration of China; http://www.customs.gov.cn; since 2015"
"TM-702-target_import_imports_by_supplier-QTY","702","Singapore","ITC Trade Map beta","target_import_imports_by_supplier","QTY","850980","HS6","2020-2025","imports","Singapore (702)","World (000), broken down by supplier","unit field in each observation, normally Tons","Direct (D)","2026-09-05T20:06:32+08:00","https://www.trademap.org/api/goods/timeSeries/yearly/byPartner?tradeFlow=I&country=702&partner=000&product=850980&periodFrom=2020&periodTo=2025&directMirror=D&indicator=QTY&page=1&pageSize=500&sortBy=2025&sortDir=desc","singapore\trade-map\singapore_imports_from_world_hs850980_2020-2025_by_supplier_qty.json","1eec6dd8d76cf47fa0592414c029d417ac2c43d9d53b5c4c9aa6b7f920cc5982","IE Singapore; http://www.iesingapore.gov.sg; since 2012"
"TM-764-china_exports_bilateral-VAL","764","Thailand","ITC Trade Map beta","china_exports_bilateral","VAL","850980","HS6","2020-2025","exports","China (156)","Thailand (764)","USD thousand","Direct (D)","2026-09-05T20:06:32+08:00","https://www.trademap.org/api/goods/timeSeries/yearly/byProduct?tradeFlow=E&country=156&partner=764&product=850980&periodFrom=2020&periodTo=2025&directMirror=D&indicator=VAL&page=1&pageSize=10&sortBy=2025&sortDir=desc&hsLevel=6&currency=USD","thailand\trade-map\china_exports_to_thailand_hs850980_2020-2025_val.json","e7dca8cb73559f1f259fadf804938d4d5c5b5abf5bc9696dfeb1f87083e976d2","General Customs Administration of China; http://www.customs.gov.cn; since 2015"
"TM-764-target_import_imports_by_supplier-VAL","764","Thailand","ITC Trade Map beta","target_import_imports_by_supplier","VAL","850980","HS6","2020-2025","imports","Thailand (764)","World (000), broken down by supplier","USD thousand","Direct (D)","2026-09-05T20:06:32+08:00","https://www.trademap.org/api/goods/timeSeries/yearly/byPartner?tradeFlow=I&country=764&partner=000&product=850980&periodFrom=2020&periodTo=2025&directMirror=D&indicator=VAL&page=1&pageSize=500&sortBy=2025&sortDir=desc&currency=USD","thailand\trade-map\thailand_imports_from_world_hs850980_2020-2025_by_supplier_val.json","8af489a54b5c0ddfef309279cc04213e389304fb53095232f4c1f66a77b737b4","The customs department of the kingdom of Thailand; http://www.customs.go.th/; since 2015"
"TM-764-china_exports_bilateral-QTY","764","Thailand","ITC Trade Map beta","china_exports_bilateral","QTY","850980","HS6","2020-2025","exports","China (156)","Thailand (764)","unit field in each observation, normally Tons","Direct (D)","2026-09-05T20:06:32+08:00","https://www.trademap.org/api/goods/timeSeries/yearly/byProduct?tradeFlow=E&country=156&partner=764&product=850980&periodFrom=2020&periodTo=2025&directMirror=D&indicator=QTY&page=1&pageSize=10&sortBy=2025&sortDir=desc&hsLevel=6","thailand\trade-map\china_exports_to_thailand_hs850980_2020-2025_qty.json","0c9991433b4298ffded72960c944587eb1338afecc9e77d8c9bd31740490c3aa","General Customs Administration of China; http://www.customs.gov.cn; since 2015"
"TM-764-target_import_imports_by_supplier-QTY","764","Thailand","ITC Trade Map beta","target_import_imports_by_supplier","QTY","850980","HS6","2020-2025","imports","Thailand (764)","World (000), broken down by supplier","unit field in each observation, normally Tons","Direct (D)","2026-09-05T20:06:32+08:00","https://www.trademap.org/api/goods/timeSeries/yearly/byPartner?tradeFlow=I&country=764&partner=000&product=850980&periodFrom=2020&periodTo=2025&directMirror=D&indicator=QTY&page=1&pageSize=500&sortBy=2025&sortDir=desc","thailand\trade-map\thailand_imports_from_world_hs850980_2020-2025_by_supplier_qty.json","f225ceb7349fce049c96095f888dd6c9998173c6e428430fc452099f00b9f984","The customs department of the kingdom of Thailand; http://www.customs.go.th/; since 2015"
"TM-704-china_exports_bilateral-VAL","704","Viet Nam","ITC Trade Map beta","china_exports_bilateral","VAL","850980","HS6","2020-2025","exports","China (156)","Viet Nam (704)","USD thousand","Direct (D)","2026-09-05T20:06:32+08:00","https://www.trademap.org/api/goods/timeSeries/yearly/byProduct?tradeFlow=E&country=156&partner=704&product=850980&periodFrom=2020&periodTo=2025&directMirror=D&indicator=VAL&page=1&pageSize=10&sortBy=2025&sortDir=desc&hsLevel=6&currency=USD","vietnam\trade-map\china_exports_to_vietnam_hs850980_2020-2025_val.json","afb13c5410bb840c650527c6d610356a2204080c63c4712ba2bb0f2eb53215ca","General Customs Administration of China; http://www.customs.gov.cn; since 2015"
"TM-704-target_import_imports_by_supplier-VAL","704","Viet Nam","ITC Trade Map beta","target_import_imports_by_supplier","VAL","850980","HS6","2020-2025","imports","Viet Nam (704)","World (000), broken down by supplier","USD thousand","Direct (D)","2026-09-05T20:06:32+08:00","https://www.trademap.org/api/goods/timeSeries/yearly/byPartner?tradeFlow=I&country=704&partner=000&product=850980&periodFrom=2020&periodTo=2025&directMirror=D&indicator=VAL&page=1&pageSize=500&sortBy=2025&sortDir=desc&currency=USD","vietnam\trade-map\vietnam_imports_from_world_hs850980_2020-2025_by_supplier_val.json","dd6d7fc444ed31b0be4a0144202712a9024c7d4416989bb6ce51fe3e86822ce3","UN COMTRADE; http://comtrade.un.org; since 2001 | Association of Southeast Asian Nations (ASEAN); https://asean.org; since 2022"
"TM-704-china_exports_bilateral-QTY","704","Viet Nam","ITC Trade Map beta","china_exports_bilateral","QTY","850980","HS6","2020-2025","exports","China (156)","Viet Nam (704)","unit field in each observation, normally Tons","Direct (D)","2026-09-05T20:06:32+08:00","https://www.trademap.org/api/goods/timeSeries/yearly/byProduct?tradeFlow=E&country=156&partner=704&product=850980&periodFrom=2020&periodTo=2025&directMirror=D&indicator=QTY&page=1&pageSize=10&sortBy=2025&sortDir=desc&hsLevel=6","vietnam\trade-map\china_exports_to_vietnam_hs850980_2020-2025_qty.json","47f1988c4e601be11abf44979b1e575d00e7df6e34cb845e549e6ccbe470e5b7","General Customs Administration of China; http://www.customs.gov.cn; since 2015"
"TM-704-target_import_imports_by_supplier-QTY","704","Viet Nam","ITC Trade Map beta","target_import_imports_by_supplier","QTY","850980","HS6","2020-2025","imports","Viet Nam (704)","World (000), broken down by supplier","unit field in each observation, normally Tons","Direct (D)","2026-09-05T20:06:32+08:00","https://www.trademap.org/api/goods/timeSeries/yearly/byPartner?tradeFlow=I&country=704&partner=000&product=850980&periodFrom=2020&periodTo=2025&directMirror=D&indicator=QTY&page=1&pageSize=500&sortBy=2025&sortDir=desc","vietnam\trade-map\vietnam_imports_from_world_hs850980_2020-2025_by_supplier_qty.json","e57212bc90dffdd11eda11a1182016721375c48cc42091b79f42bfb6cc266bf5","UN COMTRADE; http://comtrade.un.org; since 2001 | Association of Southeast Asian Nations (ASEAN); https://asean.org; since 2022"
"TM-000-china_exports_world_by_destination-VAL","000","World","ITC Trade Map beta","china_exports_world_by_destination","VAL","850980","HS6","2020-2025","exports","China (156)","World (000)","USD thousand","Direct (D)","2026-09-05T20:06:32+08:00","https://www.trademap.org/api/goods/timeSeries/yearly/byPartner?tradeFlow=E&country=156&partner=000&product=850980&periodFrom=2020&periodTo=2025&directMirror=D&indicator=VAL&page=1&pageSize=500&sortBy=2025&sortDir=desc&currency=USD","_shared\china_exports_to_world_hs850980_2020-2025_by_destination_val.json","67978877ecf6fe490c41b52b24ba2e35f7a0ae2fe9b64c6e936060f7c0f561b2","General Customs Administration of China; http://www.customs.gov.cn; since 2015"
"TM-000-china_exports_world_by_destination-QTY","000","World","ITC Trade Map beta","china_exports_world_by_destination","QTY","850980","HS6","2020-2025","exports","China (156)","World (000)","unit field in each observation, normally Tons","Direct (D)","2026-09-05T20:06:32+08:00","https://www.trademap.org/api/goods/timeSeries/yearly/byPartner?tradeFlow=E&country=156&partner=000&product=850980&periodFrom=2020&periodTo=2025&directMirror=D&indicator=QTY&page=1&pageSize=500&sortBy=2025&sortDir=desc","_shared\china_exports_to_world_hs850980_2020-2025_by_destination_qty.json","8ff9d63eed99e38a589e37e3b0d4ca76a88dbc755203b15bd03dc2a73c8252be","General Customs Administration of China; http://www.customs.gov.cn; since 2015"
