"source_id","country","dataset","publisher","tool","accessed_at","url","query_parameters","exporter","product_input","itc_hs6","raw_file","sha256","note"
"MACMAP-61","myanmar","ntm_measures_8509809000.json","International Trade Centre (ITC)","Market Access Map","2026-09-05T19:42:36+08:00","https://www.macmap.org/api/results/ntm-measures?reporter=104&partner=156&product=8509809000","reporter=104&partner=156&product=8509809000","China (156)","China Customs 85098090.00","850980","myanmar\market-access-map\ntm_measures_8509809000.json","4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945","NTM response; includes measure codes, counts, year, classification and source."
"MACMAP-62","new-zealand","destination_ntl_under_hs850980.json","International Trade Centre (ITC)","Market Access Map","2026-09-05T19:42:36+08:00","https://www.macmap.org/api/v2/ntlc-products?countryCode=554&level=6&code=850980","countryCode=554&level=6&code=850980","China (156)","China Customs 85098090.00","850980","new-zealand\market-access-map\destination_ntl_under_hs850980.json","ac51441da6efdc35f12de0fff29bd2aa8162f71e2b9099b0fd73efc915b3785e","Destination national tariff lines returned by ITC for HS6 850980."
"MACMAP-63","new-zealand","custom_duties_85098001.json","International Trade Centre (ITC)","Market Access Map","2026-09-05T19:42:36+08:00","https://www.macmap.org/api/results/customduties?reporter=554&partner=156&product=85098001","reporter=554&partner=156&product=85098001","China (156)","China Customs 85098090.00","850980","new-zealand\market-access-map\custom_duties_85098001.json","9eb4af966ba8d0fdfe0c7215e0f4725053906f8512d3cf61f8f959d478009697","Current applicable customs duty response; includes tariff regime, year and HS revision."
"MACMAP-64","new-zealand","ntm_measures_85098001.json","International Trade Centre (ITC)","Market Access Map","2026-09-05T19:42:36+08:00","https://www.macmap.org/api/results/ntm-measures?reporter=554&partner=156&product=85098001","reporter=554&partner=156&product=85098001","China (156)","China Customs 85098090.00","850980","new-zealand\market-access-map\ntm_measures_85098001.json","44f4bb36ff40b99d6daab9403375188bfd3e54b7427dc294dde272924cb76f62","NTM response; includes measure codes, counts, year, classification and source."
"MACMAP-65","new-zealand","custom_duties_85098009.json","International Trade Centre (ITC)","Market Access Map","2026-09-05T19:42:36+08:00","https://www.macmap.org/api/results/customduties?reporter=554&partner=156&product=85098009","reporter=554&partner=156&product=85098009","China (156)","China Customs 85098090.00","850980","new-zealand\market-access-map\custom_duties_85098009.json","03687160287acddf460df9a495de5481b462272d6614af9941282f03819ec05e","Current applicable customs duty response; includes tariff regime, year and HS revision."
"MACMAP-66","new-zealand","ntm_measures_85098009.json","International Trade Centre (ITC)","Market Access Map","2026-09-05T19:42:36+08:00","https://www.macmap.org/api/results/ntm-measures?reporter=554&partner=156&product=85098009","reporter=554&partner=156&product=85098009","China (156)","China Customs 85098090.00","850980","new-zealand\market-access-map\ntm_measures_85098009.json","44f4bb36ff40b99d6daab9403375188bfd3e54b7427dc294dde272924cb76f62","NTM response; includes measure codes, counts, year, classification and source."
"MACMAP-67","new-zealand","custom_duties_85098019.json","International Trade Centre (ITC)","Market Access Map","2026-09-05T19:42:36+08:00","https://www.macmap.org/api/results/customduties?reporter=554&partner=156&product=85098019","reporter=554&partner=156&product=85098019","China (156)","China Customs 85098090.00","850980","new-zealand\market-access-map\custom_duties_85098019.json","3f5cfe84609b38da5163acade932a26080338039e45149f6229747ae87ba0500","Current applicable customs duty response; includes tariff regime, year and HS revision."
"MACMAP-68","new-zealand","ntm_measures_85098019.json","International Trade Centre (ITC)","Market Access Map","2026-09-05T19:42:36+08:00","https://www.macmap.org/api/results/ntm-measures?reporter=554&partner=156&product=85098019","reporter=554&partner=156&product=85098019","China (156)","China Customs 85098090.00","850980","new-zealand\market-access-map\ntm_measures_85098019.json","44f4bb36ff40b99d6daab9403375188bfd3e54b7427dc294dde272924cb76f62","NTM response; includes measure codes, counts, year, classification and source."
"MACMAP-69","new-zealand","custom_duties_85098029.json","International Trade Centre (ITC)","Market Access Map","2026-09-05T19:42:36+08:00","https://www.macmap.org/api/results/customduties?reporter=554&partner=156&product=85098029","reporter=554&partner=156&product=85098029","China (156)","China Customs 85098090.00","850980","new-zealand\market-access-map\custom_duties_85098029.json","1c918ee32320c4983d17a4fe113d98c4907cbd753df2deb5c1e279332e8897f1","Current applicable customs duty response; includes tariff regime, year and HS revision."
"MACMAP-70","new-zealand","ntm_measures_85098029.json","International Trade Centre (ITC)","Market Access Map","2026-09-05T19:42:36+08:00","https://www.macmap.org/api/results/ntm-measures?reporter=554&partner=156&product=85098029","reporter=554&partner=156&product=85098029","China (156)","China Customs 85098090.00","850980","new-zealand\market-access-map\ntm_measures_85098029.json","44f4bb36ff40b99d6daab9403375188bfd3e54b7427dc294dde272924cb76f62","NTM response; includes measure codes, counts, year, classification and source."
"MACMAP-71","philippines","destination_ntl_under_hs850980.json","International Trade Centre (ITC)","Market Access Map","2026-09-05T19:42:36+08:00","https://www.macmap.org/api/v2/ntlc-products?countryCode=608&level=6&code=850980","countryCode=608&level=6&code=850980","China (156)","China Customs 85098090.00","850980","philippines\market-access-map\destination_ntl_under_hs850980.json","9cee23c77023c627ca70c912b89edae21975d992a997e6bf6bab1756d502f8d4","Destination national tariff lines returned by ITC for HS6 850980."
"MACMAP-72","philippines","custom_duties_85098010.json","International Trade Centre (ITC)","Market Access Map","2026-09-05T19:42:36+08:00","https://www.macmap.org/api/results/customduties?reporter=608&partner=156&product=85098010","reporter=608&partner=156&product=85098010","China (156)","China Customs 85098090.00","850980","philippines\market-access-map\custom_duties_85098010.json","955ecdc6ad5e573546ed6577de9796d7961792d70f64815efe55d1d8d0cf36ff","Current applicable customs duty response; includes tariff regime, year and HS revision."
"MACMAP-73","philippines","ntm_measures_85098010.json","International Trade Centre (ITC)","Market Access Map","2026-09-05T19:42:36+08:00","https://www.macmap.org/api/results/ntm-measures?reporter=608&partner=156&product=85098010","reporter=608&partner=156&product=85098010","China (156)","China Customs 85098090.00","850980","philippines\market-access-map\ntm_measures_85098010.json","4237040b0fe33ae412d3755c75866b2042dc13a3a111ed61c8fa8b1ab83c9759","NTM response; includes measure codes, counts, year, classification and source."
"MACMAP-74","philippines","custom_duties_85098020.json","International Trade Centre (ITC)","Market Access Map","2026-09-05T19:42:36+08:00","https://www.macmap.org/api/results/customduties?reporter=608&partner=156&product=85098020","reporter=608&partner=156&product=85098020","China (156)","China Customs 85098090.00","850980","philippines\market-access-map\custom_duties_85098020.json","e98a442ac3c56ef56b90c26974de6eac43fd9dcac6f6546bb1470f43728fabcd","Current applicable customs duty response; includes tariff regime, year and HS revision."
"MACMAP-75","philippines","ntm_measures_85098020.json","International Trade Centre (ITC)","Market Access Map","2026-09-05T19:42:36+08:00","https://www.macmap.org/api/results/ntm-measures?reporter=608&partner=156&product=85098020","reporter=608&partner=156&product=85098020","China (156)","China Customs 85098090.00","850980","philippines\market-access-map\ntm_measures_85098020.json","4237040b0fe33ae412d3755c75866b2042dc13a3a111ed61c8fa8b1ab83c9759","NTM response; includes measure codes, counts, year, classification and source."
"MACMAP-76","philippines","custom_duties_85098090.json","International Trade Centre (ITC)","Market Access Map","2026-09-05T19:42:36+08:00","https://www.macmap.org/api/results/customduties?reporter=608&partner=156&product=85098090","reporter=608&partner=156&product=85098090","China (156)","China Customs 85098090.00","850980","philippines\market-access-map\custom_duties_85098090.json","1796e621dbd943e53af180b121d6520125fde4bbbefbfed5fba24c96d5278b29","Current applicable customs duty response; includes tariff regime, year and HS revision."
"MACMAP-77","philippines","ntm_measures_85098090.json","International Trade Centre (ITC)","Market Access Map","2026-09-05T19:42:36+08:00","https://www.macmap.org/api/results/ntm-measures?reporter=608&partner=156&product=85098090","reporter=608&partner=156&product=85098090","China (156)","China Customs 85098090.00","850980","philippines\market-access-map\ntm_measures_85098090.json","4237040b0fe33ae412d3755c75866b2042dc13a3a111ed61c8fa8b1ab83c9759","NTM response; includes measure codes, counts, year, classification and source."
"MACMAP-78","singapore","destination_ntl_under_hs850980.json","International Trade Centre (ITC)","Market Access Map","2026-09-05T19:42:36+08:00","https://www.macmap.org/api/v2/ntlc-products?countryCode=702&level=6&code=850980","countryCode=702&level=6&code=850980","China (156)","China Customs 85098090.00","850980","singapore\market-access-map\destination_ntl_under_hs850980.json","9cee23c77023c627ca70c912b89edae21975d992a997e6bf6bab1756d502f8d4","Destination national tariff lines returned by ITC for HS6 850980."
"MACMAP-79","singapore","custom_duties_85098010.json","International Trade Centre (ITC)","Market Access Map","2026-09-05T19:42:36+08:00","https://www.macmap.org/api/results/customduties?reporter=702&partner=156&product=85098010","reporter=702&partner=156&product=85098010","China (156)","China Customs 85098090.00","850980","singapore\market-access-map\custom_duties_85098010.json","aa340af89d422affac67a6d17bb78489358e51577cbed3b1a3ed797dfb6f85ed","Current applicable customs duty response; includes tariff regime, year and HS revision."
"MACMAP-80","singapore","ntm_measures_85098010.json","International Trade Centre (ITC)","Market Access Map","2026-09-05T19:42:36+08:00","https://www.macmap.org/api/results/ntm-measures?reporter=702&partner=156&product=85098010","reporter=702&partner=156&product=85098010","China (156)","China Customs 85098090.00","850980","singapore\market-access-map\ntm_measures_85098010.json","9a386acc65ae30a281abcb8cae2dc7e87011fc4fe3dbfde8f843e88ea3216504","NTM response; includes measure codes, counts, year, classification and source."
"MACMAP-81","singapore","custom_duties_85098020.json","International Trade Centre (ITC)","Market Access Map","2026-09-05T19:42:36+08:00","https://www.macmap.org/api/results/customduties?reporter=702&partner=156&product=85098020","reporter=702&partner=156&product=85098020","China (156)","China Customs 85098090.00","850980","singapore\market-access-map\custom_duties_85098020.json","5c27ce4dda70344b2aa5879c6ef3d6422757fe45e61ca68e25f07ef42776a2fa","Current applicable customs duty response; includes tariff regime, year and HS revision."
"MACMAP-82","singapore","ntm_measures_85098020.json","International Trade Centre (ITC)","Market Access Map","2026-09-05T19:42:36+08:00","https://www.macmap.org/api/results/ntm-measures?reporter=702&partner=156&product=85098020","reporter=702&partner=156&product=85098020","China (156)","China Customs 85098090.00","850980","singapore\market-access-map\ntm_measures_85098020.json","9a386acc65ae30a281abcb8cae2dc7e87011fc4fe3dbfde8f843e88ea3216504","NTM response; includes measure codes, counts, year, classification and source."
"MACMAP-83","singapore","custom_duties_85098090.json","International Trade Centre (ITC)","Market Access Map","2026-09-05T19:42:36+08:00","https://www.macmap.org/api/results/customduties?reporter=702&partner=156&product=85098090","reporter=702&partner=156&product=85098090","China (156)","China Customs 85098090.00","850980","singapore\market-access-map\custom_duties_85098090.json","288e8a59a086a08840322a6baf498d640aa92f5ea906217398e13fa1fabafc18","Current applicable customs duty response; includes tariff regime, year and HS revision."
"MACMAP-84","singapore","ntm_measures_85098090.json","International Trade Centre (ITC)","Market Access Map","2026-09-05T19:42:36+08:00","https://www.macmap.org/api/results/ntm-measures?reporter=702&partner=156&product=85098090","reporter=702&partner=156&product=85098090","China (156)","China Customs 85098090.00","850980","singapore\market-access-map\ntm_measures_85098090.json","9a386acc65ae30a281abcb8cae2dc7e87011fc4fe3dbfde8f843e88ea3216504","NTM response; includes measure codes, counts, year, classification and source."
"MACMAP-85","thailand","destination_ntl_under_hs850980.json","International Trade Centre (ITC)","Market Access Map","2026-09-05T19:42:36+08:00","https://www.macmap.org/api/v2/ntlc-products?countryCode=764&level=6&code=850980","countryCode=764&level=6&code=850980","China (156)","China Customs 85098090.00","850980","thailand\market-access-map\destination_ntl_under_hs850980.json","36b2c946f7169f2ccd6a69209342a230ad2fe569bd6c05fb3566c46b1ce2d146","Destination national tariff lines returned by ITC for HS6 850980."
"MACMAP-86","thailand","custom_duties_85098090.json","International Trade Centre (ITC)","Market Access Map","2026-09-05T19:42:36+08:00","https://www.macmap.org/api/results/customduties?reporter=764&partner=156&product=85098090","reporter=764&partner=156&product=85098090","China (156)","China Customs 85098090.00","850980","thailand\market-access-map\custom_duties_85098090.json","40a1787586a24068ee56044439e8630d8ddce16a6133bbcb25aa375a0b61acee","Current applicable customs duty response; includes tariff regime, year and HS revision."
"MACMAP-87","thailand","ntm_measures_85098090.json","International Trade Centre (ITC)","Market Access Map","2026-09-05T19:42:36+08:00","https://www.macmap.org/api/results/ntm-measures?reporter=764&partner=156&product=85098090","reporter=764&partner=156&product=85098090","China (156)","China Customs 85098090.00","850980","thailand\market-access-map\ntm_measures_85098090.json","68ae4077931d76df7760eb1acbdea23517bbc40ca7550902f6a94e5717b9b925","NTM response; includes measure codes, counts, year, classification and source."
"MACMAP-88","thailand","custom_duties_85098020.json","International Trade Centre (ITC)","Market Access Map","2026-09-05T19:42:36+08:00","https://www.macmap.org/api/results/customduties?reporter=764&partner=156&product=85098020","reporter=764&partner=156&product=85098020","China (156)","China Customs 85098090.00","850980","thailand\market-access-map\custom_duties_85098020.json","ca6930c1120997741a08b573c3a83d750832bd56063a890aa5a643ea3e31794e","Current applicable customs duty response; includes tariff regime, year and HS revision."
"MACMAP-89","thailand","ntm_measures_85098020.json","International Trade Centre (ITC)","Market Access Map","2026-09-05T19:42:36+08:00","https://www.macmap.org/api/results/ntm-measures?reporter=764&partner=156&product=85098020","reporter=764&partner=156&product=85098020","China (156)","China Customs 85098090.00","850980","thailand\market-access-map\ntm_measures_85098020.json","68ae4077931d76df7760eb1acbdea23517bbc40ca7550902f6a94e5717b9b925","NTM response; includes measure codes, counts, year, classification and source."
"MACMAP-90","thailand","custom_duties_85098010.json","International Trade Centre (ITC)","Market Access Map","2026-09-05T19:42:36+08:00","https://www.macmap.org/api/results/customduties?reporter=764&partner=156&product=85098010","reporter=764&partner=156&product=85098010","China (156)","China Customs 85098090.00","850980","thailand\market-access-map\custom_duties_85098010.json","3d524bed2cd706b0a24930e00466873c91eb371b3e61132778fa785b5201da94","Current applicable customs duty response; includes tariff regime, year and HS revision."
"MACMAP-91","thailand","ntm_measures_85098010.json","International Trade Centre (ITC)","Market Access Map","2026-09-05T19:42:36+08:00","https://www.macmap.org/api/results/ntm-measures?reporter=764&partner=156&product=85098010","reporter=764&partner=156&product=85098010","China (156)","China Customs 85098090.00","850980","thailand\market-access-map\ntm_measures_85098010.json","68ae4077931d76df7760eb1acbdea23517bbc40ca7550902f6a94e5717b9b925","NTM response; includes measure codes, counts, year, classification and source."
"MACMAP-92","vietnam","destination_ntl_under_hs850980.json","International Trade Centre (ITC)","Market Access Map","2026-09-05T19:42:36+08:00","https://www.macmap.org/api/v2/ntlc-products?countryCode=704&level=6&code=850980","countryCode=704&level=6&code=850980","China (156)","China Customs 85098090.00","850980","vietnam\market-access-map\destination_ntl_under_hs850980.json","20187e054fbe605a0a0c43bd56ceb3d4f0586ebca63d5acdbcd5f3e947f874a2","Destination national tariff lines returned by ITC for HS6 850980."
"MACMAP-93","vietnam","custom_duties_8509801000.json","International Trade Centre (ITC)","Market Access Map","2026-09-05T19:42:36+08:00","https://www.macmap.org/api/results/customduties?reporter=704&partner=156&product=8509801000","reporter=704&partner=156&product=8509801000","China (156)","China Customs 85098090.00","850980","vietnam\market-access-map\custom_duties_8509801000.json","bfcb75617a77bf0511708f407f0aa1a158568f240a34604854af77ef17fba778","Current applicable customs duty response; includes tariff regime, year and HS revision."
"MACMAP-94","vietnam","ntm_measures_8509801000.json","International Trade Centre (ITC)","Market Access Map","2026-09-05T19:42:36+08:00","https://www.macmap.org/api/results/ntm-measures?reporter=704&partner=156&product=8509801000","reporter=704&partner=156&product=8509801000","China (156)","China Customs 85098090.00","850980","vietnam\market-access-map\ntm_measures_8509801000.json","81bf41958c0bb9f3f904a4d940678e1a9b4c6caae79be3159045067b0f35d624","NTM response; includes measure codes, counts, year, classification and source."
"MACMAP-95","vietnam","custom_duties_8509802000.json","International Trade Centre (ITC)","Market Access Map","2026-09-05T19:42:36+08:00","https://www.macmap.org/api/results/customduties?reporter=704&partner=156&product=8509802000","reporter=704&partner=156&product=8509802000","China (156)","China Customs 85098090.00","850980","vietnam\market-access-map\custom_duties_8509802000.json","826d50f3c82ea004a8ce4aa0a1cc63acbc03d38e199bd90190dc6fc87f10ba22","Current applicable customs duty response; includes tariff regime, year and HS revision."
"MACMAP-96","vietnam","ntm_measures_8509802000.json","International Trade Centre (ITC)","Market Access Map","2026-09-05T19:42:36+08:00","https://www.macmap.org/api/results/ntm-measures?reporter=704&partner=156&product=8509802000","reporter=704&partner=156&product=8509802000","China (156)","China Customs 85098090.00","850980","vietnam\market-access-map\ntm_measures_8509802000.json","81bf41958c0bb9f3f904a4d940678e1a9b4c6caae79be3159045067b0f35d624","NTM response; includes measure codes, counts, year, classification and source."
"MACMAP-97","vietnam","custom_duties_8509809000.json","International Trade Centre (ITC)","Market Access Map","2026-09-05T19:42:36+08:00","https://www.macmap.org/api/results/customduties?reporter=704&partner=156&product=8509809000","reporter=704&partner=156&product=8509809000","China (156)","China Customs 85098090.00","850980","vietnam\market-access-map\custom_duties_8509809000.json","ea48f2cb26a54fa468f731f8315692293dc6588c30aabb5b3451fc8e8b22cd69","Current applicable customs duty response; includes tariff regime, year and HS revision."
"MACMAP-98","vietnam","ntm_measures_8509809000.json","International Trade Centre (ITC)","Market Access Map","2026-09-05T19:42:36+08:00","https://www.macmap.org/api/results/ntm-measures?reporter=704&partner=156&product=8509809000","reporter=704&partner=156&product=8509809000","China (156)","China Customs 85098090.00","850980","vietnam\market-access-map\ntm_measures_8509809000.json","81bf41958c0bb9f3f904a4d940678e1a9b4c6caae79be3159045067b0f35d624","NTM response; includes measure codes, counts, year, classification and source."
